support	itemsets
0.20035149384885764	frozenset({'concavity_mean_High'})
0.20035149384885764	frozenset({'concavity_mean_Low'})
0.20035149384885764	frozenset({'concavity_mean_Very_high'})
0.20035149384885764	frozenset({'concavity_mean_Very_low'})
0.19859402460456943	frozenset({'concavity_se_Average'})
0.20035149384885764	frozenset({'concavity_se_High'})
0.20035149384885764	frozenset({'concavity_se_Low'})
0.20035149384885764	frozenset({'concavity_se_Very_high'})
0.20035149384885764	frozenset({'concavity_se_Very_low'})
0.1968365553602812	frozenset({'concavity_worst_Average'})
0.20210896309314588	frozenset({'concavity_worst_High'})
0.20035149384885764	frozenset({'concavity_worst_Low'})
0.20035149384885764	frozenset({'concavity_worst_Very_high'})
0.20035149384885764	frozenset({'concavity_worst_Very_low'})
0.6274165202108963	frozenset({'diagnosis_B'})
0.37258347978910367	frozenset({'diagnosis_M'})
0.19859402460456943	frozenset({'fractal_dimension_mean_Average'})
0.20035149384885764	frozenset({'fractal_dimension_mean_High'})
0.20035149384885764	frozenset({'fractal_dimension_mean_Low'})
0.20035149384885764	frozenset({'fractal_dimension_mean_Very_high'})
0.20035149384885764	frozenset({'fractal_dimension_mean_Very_low'})
0.19859402460456943	frozenset({'fractal_dimension_se_Average'})
0.20035149384885764	frozenset({'fractal_dimension_se_High'})
0.20035149384885764	frozenset({'fractal_dimension_se_Low'})
0.20035149384885764	frozenset({'fractal_dimension_se_Very_high'})
0.20035149384885764	frozenset({'fractal_dimension_se_Very_low'})
0.19859402460456943	frozenset({'fractal_dimension_worst_Average'})
0.20035149384885764	frozenset({'fractal_dimension_worst_High'})
0.20035149384885764	frozenset({'fractal_dimension_worst_Low'})
0.20035149384885764	frozenset({'fractal_dimension_worst_Very_high'})
0.20035149384885764	frozenset({'fractal_dimension_worst_Very_low'})
0.19859402460456943	frozenset({'perimeter_mean_Average'})
0.20035149384885764	frozenset({'perimeter_mean_High'})
0.20035149384885764	frozenset({'perimeter_mean_Low'})
0.20035149384885764	frozenset({'perimeter_mean_Very_high'})
0.20035149384885764	frozenset({'perimeter_mean_Very_low'})
0.19859402460456943	frozenset({'perimeter_se_Average'})
0.20035149384885764	frozenset({'perimeter_se_High'})
0.20035149384885764	frozenset({'perimeter_se_Low'})
0.20035149384885764	frozenset({'perimeter_se_Very_high'})
0.20035149384885764	frozenset({'perimeter_se_Very_low'})
0.19859402460456943	frozenset({'perimeter_worst_Average'})
0.19859402460456943	frozenset({'perimeter_worst_High'})
0.20035149384885764	frozenset({'perimeter_worst_Low'})
0.20210896309314588	frozenset({'perimeter_worst_Very_high'})
0.20035149384885764	frozenset({'perimeter_worst_Very_low'})
0.19859402460456943	frozenset({'radius_mean_Average'})
0.20035149384885764	frozenset({'radius_mean_High'})
0.20035149384885764	frozenset({'radius_mean_Low'})
0.20035149384885764	frozenset({'radius_mean_Very_high'})
0.20035149384885764	frozenset({'radius_mean_Very_low'})
0.19859402460456943	frozenset({'radius_se_Average'})
0.20035149384885764	frozenset({'radius_se_High'})
0.20035149384885764	frozenset({'radius_se_Low'})
0.20035149384885764	frozenset({'radius_se_Very_high'})
0.20035149384885764	frozenset({'radius_se_Very_low'})
0.19859402460456943	frozenset({'radius_worst_Average'})
0.20035149384885764	frozenset({'radius_worst_High'})
0.20035149384885764	frozenset({'radius_worst_Low'})
0.20035149384885764	frozenset({'radius_worst_Very_high'})
0.20035149384885764	frozenset({'radius_worst_Very_low'})
0.19859402460456943	frozenset({'smoothness_mean_Average'})
0.19859402460456943	frozenset({'smoothness_mean_High'})
0.20035149384885764	frozenset({'smoothness_mean_Low'})
0.20210896309314588	frozenset({'smoothness_mean_Very_high'})
0.20035149384885764	frozenset({'smoothness_mean_Very_low'})
0.19859402460456943	frozenset({'smoothness_se_Average'})
0.20035149384885764	frozenset({'smoothness_se_High'})
0.20035149384885764	frozenset({'smoothness_se_Low'})
0.20035149384885764	frozenset({'smoothness_se_Very_high'})
0.20035149384885764	frozenset({'smoothness_se_Very_low'})
0.19859402460456943	frozenset({'smoothness_worst_Average'})
0.20035149384885764	frozenset({'smoothness_worst_High'})
0.20035149384885764	frozenset({'smoothness_worst_Low'})
0.20035149384885764	frozenset({'smoothness_worst_Very_high'})
0.20035149384885764	frozenset({'smoothness_worst_Very_low'})
0.20210896309314588	frozenset({'symmetry_mean_Average'})
0.20035149384885764	frozenset({'symmetry_mean_High'})
0.1968365553602812	frozenset({'symmetry_mean_Low'})
0.20035149384885764	frozenset({'symmetry_mean_Very_high'})
0.20035149384885764	frozenset({'symmetry_mean_Very_low'})
0.20035149384885764	frozenset({'symmetry_se_Average'})
0.20035149384885764	frozenset({'symmetry_se_High'})
0.20035149384885764	frozenset({'symmetry_se_Low'})
0.20035149384885764	frozenset({'symmetry_se_Very_high'})
0.19859402460456943	frozenset({'symmetry_se_Very_low'})
0.20035149384885764	frozenset({'symmetry_worst_Average'})
0.20035149384885764	frozenset({'symmetry_worst_High'})
0.19859402460456943	frozenset({'symmetry_worst_Low'})
0.20035149384885764	frozenset({'symmetry_worst_Very_high'})
0.20035149384885764	frozenset({'symmetry_worst_Very_low'})
0.19859402460456943	frozenset({'texture_mean_Average'})
0.19859402460456943	frozenset({'texture_mean_High'})
0.20035149384885764	frozenset({'texture_mean_Low'})
0.20210896309314588	frozenset({'texture_mean_Very_high'})
0.20035149384885764	frozenset({'texture_mean_Very_low'})
0.19859402460456943	frozenset({'texture_se_Average'})
0.20035149384885764	frozenset({'texture_se_High'})
0.20035149384885764	frozenset({'texture_se_Low'})
0.20035149384885764	frozenset({'texture_se_Very_high'})
0.20035149384885764	frozenset({'texture_se_Very_low'})
0.19859402460456943	frozenset({'texture_worst_Average'})
0.20035149384885764	frozenset({'texture_worst_High'})
0.20035149384885764	frozenset({'texture_worst_Low'})
0.20035149384885764	frozenset({'texture_worst_Very_high'})
0.20035149384885764	frozenset({'texture_worst_Very_low'})
0.19332161687170474	frozenset({'radius_mean_Average', 'area_mean_Average'})
0.1968365553602812	frozenset({'area_mean_High', 'radius_mean_High'})
0.19332161687170474	frozenset({'radius_mean_Low', 'area_mean_Low'})
0.19859402460456943	frozenset({'diagnosis_M', 'area_mean_Very_high'})
0.19507908611599298	frozenset({'perimeter_mean_Very_high', 'area_mean_Very_high'})
0.19859402460456943	frozenset({'radius_mean_Very_high', 'area_mean_Very_high'})
0.19507908611599298	frozenset({'diagnosis_B', 'area_mean_Very_low'})
0.19156414762741653	frozenset({'perimeter_mean_Very_low', 'area_mean_Very_low'})
0.1968365553602812	frozenset({'radius_mean_Very_low', 'area_mean_Very_low'})
0.19859402460456943	frozenset({'area_se_Very_high', 'diagnosis_M'})
0.19332161687170474	frozenset({'diagnosis_B', 'area_se_Very_low'})
0.19156414762741653	frozenset({'diagnosis_B', 'area_worst_Low'})
0.20210896309314588	frozenset({'diagnosis_M', 'area_worst_Very_high'})
0.19332161687170474	frozenset({'area_worst_Very_high', 'perimeter_worst_Very_high'})
0.1968365553602812	frozenset({'area_worst_Very_high', 'radius_worst_Very_high'})
0.20035149384885764	frozenset({'area_worst_Very_low', 'diagnosis_B'})
0.19507908611599298	frozenset({'area_worst_Very_low', 'radius_worst_Very_low'})
0.19156414762741653	frozenset({'compactness_worst_Very_low', 'diagnosis_B'})
0.19332161687170474	frozenset({'diagnosis_B', 'concave points_mean_Low'})
0.19859402460456943	frozenset({'concave points_mean_Very_high', 'diagnosis_M'})
0.20035149384885764	frozenset({'concave points_mean_Very_low', 'diagnosis_B'})
0.19507908611599298	frozenset({'diagnosis_B', 'concave points_worst_Low'})
0.20035149384885764	frozenset({'diagnosis_M', 'concave points_worst_Very_high'})
0.19859402460456943	frozenset({'diagnosis_B', 'concave points_worst_Very_low'})
0.19859402460456943	frozenset({'concavity_mean_Very_low', 'diagnosis_B'})
0.19332161687170474	frozenset({'diagnosis_B', 'concavity_se_Very_low'})
0.19507908611599298	frozenset({'diagnosis_B', 'concavity_worst_Low'})
0.1968365553602812	frozenset({'diagnosis_B', 'concavity_worst_Very_low'})
0.19859402460456943	frozenset({'perimeter_mean_Very_low', 'diagnosis_B'})
0.19332161687170474	frozenset({'perimeter_se_Very_low', 'diagnosis_B'})
0.1968365553602812	frozenset({'perimeter_worst_Low', 'diagnosis_B'})
0.20035149384885764	frozenset({'perimeter_worst_Very_low', 'diagnosis_B'})
0.1968365553602812	frozenset({'diagnosis_B', 'radius_mean_Very_low'})
0.19332161687170474	frozenset({'diagnosis_B', 'radius_worst_Low'})
0.20035149384885764	frozenset({'radius_worst_Very_low', 'diagnosis_B'})
0.19859402460456943	frozenset({'diagnosis_M', 'perimeter_mean_Very_high'})
0.20210896309314588	frozenset({'diagnosis_M', 'perimeter_worst_Very_high'})
0.19859402460456943	frozenset({'radius_mean_Very_high', 'diagnosis_M'})
0.20035149384885764	frozenset({'diagnosis_M', 'radius_worst_Very_high'})
0.19507908611599298	frozenset({'radius_mean_Very_high', 'perimeter_mean_Very_high'})
0.19332161687170474	frozenset({'perimeter_mean_Very_low', 'radius_mean_Very_low'})
0.19332161687170474	frozenset({'perimeter_worst_Very_high', 'radius_worst_Very_high'})
0.19156414762741653	frozenset({'perimeter_worst_Very_low', 'radius_worst_Very_low'})
0.19332161687170474	frozenset({'diagnosis_M', 'perimeter_mean_Very_high', 'area_mean_Very_high'})
0.1968365553602812	frozenset({'radius_mean_Very_high', 'diagnosis_M', 'area_mean_Very_high'})
0.19332161687170474	frozenset({'radius_mean_Very_high', 'perimeter_mean_Very_high', 'area_mean_Very_high'})
0.19332161687170474	frozenset({'diagnosis_B', 'radius_mean_Very_low', 'area_mean_Very_low'})
0.19332161687170474	frozenset({'diagnosis_M', 'area_worst_Very_high', 'perimeter_worst_Very_high'})
0.1968365553602812	frozenset({'diagnosis_M', 'area_worst_Very_high', 'radius_worst_Very_high'})
0.19156414762741653	frozenset({'area_worst_Very_high', 'perimeter_worst_Very_high', 'radius_worst_Very_high'})
0.19507908611599298	frozenset({'area_worst_Very_low', 'radius_worst_Very_low', 'diagnosis_B'})
0.19156414762741653	frozenset({'perimeter_mean_Very_low', 'diagnosis_B', 'radius_mean_Very_low'})
0.19156414762741653	frozenset({'perimeter_worst_Very_low', 'radius_worst_Very_low', 'diagnosis_B'})
0.19332161687170474	frozenset({'radius_mean_Very_high', 'diagnosis_M', 'perimeter_mean_Very_high'})
0.19332161687170474	frozenset({'diagnosis_M', 'perimeter_worst_Very_high', 'radius_worst_Very_high'})
0.19156414762741653	frozenset({'radius_mean_Very_high', 'diagnosis_M', 'perimeter_mean_Very_high', 'area_mean_Very_high'})
0.19156414762741653	frozenset({'diagnosis_M', 'area_worst_Very_high', 'perimeter_worst_Very_high', 'radius_worst_Very_high'})
