support	itemsets
0.10807291666666667	frozenset({'Age_Old', 'Outcome_0'})
0.11197916666666667	frozenset({'Age_Teen', 'Insulin_Very_low'})
0.16666666666666666	frozenset({'Age_Teen', 'Outcome_0'})
0.13411458333333334	frozenset({'Age_Very_old', 'Insulin_Very_low'})
0.10677083333333333	frozenset({'Age_Very_old', 'Outcome_1'})
0.10546875	frozenset({'Pregnancies_Very_high', 'Age_Very_old'})
0.10807291666666667	frozenset({'Insulin_Very_low', 'Age_Very_young'})
0.15494791666666666	frozenset({'Outcome_0', 'Age_Very_young'})
0.11979166666666667	frozenset({'Insulin_Very_low', 'BMI_Average'})
0.11328125	frozenset({'Outcome_0', 'BMI_Average'})
0.11458333333333333	frozenset({'Outcome_0', 'BMI_High'})
0.13671875	frozenset({'BMI_Low', 'Insulin_Very_low'})
0.14973958333333334	frozenset({'Outcome_0', 'BMI_Low'})
0.10416666666666667	frozenset({'BMI_Very_high', 'Insulin_Very_low'})
0.10416666666666667	frozenset({'BMI_Very_high', 'Outcome_1'})
0.10677083333333333	frozenset({'BMI_Very_high', 'SkinThickness_Very_high'})
0.14322916666666666	frozenset({'BMI_Very_low', 'Insulin_Very_low'})
0.17578125	frozenset({'BMI_Very_low', 'Outcome_0'})
0.1328125	frozenset({'BMI_Very_low', 'SkinThickness_Very_low'})
0.10677083333333333	frozenset({'BloodPressure_Average', 'Insulin_Very_low'})
0.12369791666666667	frozenset({'Outcome_0', 'BloodPressure_Average'})
0.15104166666666666	frozenset({'BloodPressure_High', 'Insulin_Very_low'})
0.15364583333333334	frozenset({'Outcome_0', 'BloodPressure_High'})
0.11458333333333333	frozenset({'BloodPressure_Low', 'Insulin_Very_low'})
0.14322916666666666	frozenset({'Outcome_0', 'BloodPressure_Low'})
0.13151041666666666	frozenset({'BloodPressure_Very_high', 'Insulin_Very_low'})
0.11458333333333333	frozenset({'Outcome_0', 'BloodPressure_Very_high'})
0.10026041666666667	frozenset({'BloodPressure_Very_high', 'Outcome_1'})
0.11588541666666667	frozenset({'BloodPressure_Very_low', 'Outcome_0'})
0.12239583333333333	frozenset({'DiabetesPedigreeFunction_Average', 'Insulin_Very_low'})
0.1328125	frozenset({'DiabetesPedigreeFunction_Average', 'Outcome_0'})
0.1015625	frozenset({'DiabetesPedigreeFunction_High', 'Insulin_Very_low'})
0.12369791666666667	frozenset({'Outcome_0', 'DiabetesPedigreeFunction_High'})
0.13802083333333334	frozenset({'DiabetesPedigreeFunction_Low', 'Insulin_Very_low'})
0.13411458333333334	frozenset({'Outcome_0', 'DiabetesPedigreeFunction_Low'})
0.10416666666666667	frozenset({'Outcome_0', 'DiabetesPedigreeFunction_Very_high'})
0.10026041666666667	frozenset({'DiabetesPedigreeFunction_Very_high', 'Outcome_1'})
0.14453125	frozenset({'DiabetesPedigreeFunction_Very_low', 'Insulin_Very_low'})
0.15625	frozenset({'Outcome_0', 'DiabetesPedigreeFunction_Very_low'})
0.10546875	frozenset({'SkinThickness_Very_low', 'DiabetesPedigreeFunction_Very_low'})
0.11848958333333333	frozenset({'Glucose_Average', 'Insulin_Very_low'})
0.14192708333333334	frozenset({'Glucose_Average', 'Outcome_0'})
0.10286458333333333	frozenset({'Glucose_High', 'Insulin_Very_low'})
0.11197916666666667	frozenset({'Outcome_0', 'Glucose_High'})
0.125	frozenset({'Glucose_Low', 'Insulin_Very_low'})
0.16536458333333334	frozenset({'Outcome_0', 'Glucose_Low'})
0.14713541666666666	frozenset({'Glucose_Very_high', 'Outcome_1'})
0.15885416666666666	frozenset({'Glucose_Very_low', 'Insulin_Very_low'})
0.17708333333333334	frozenset({'Glucose_Very_low', 'Outcome_0'})
0.14322916666666666	frozenset({'Outcome_0', 'Insulin_Average'})
0.10546875	frozenset({'Insulin_Very_high', 'Outcome_1'})
0.4114583333333333	frozenset({'Outcome_0', 'Insulin_Very_low'})
0.18880208333333334	frozenset({'Insulin_Very_low', 'Outcome_1'})
0.12630208333333334	frozenset({'Insulin_Very_low', 'Pregnancies_Average'})
0.15755208333333334	frozenset({'Pregnancies_High', 'Insulin_Very_low'})
0.14322916666666666	frozenset({'Pregnancies_Very_high', 'Insulin_Very_low'})
0.33984375	frozenset({'SkinThickness_Very_low', 'Insulin_Very_low'})
0.171875	frozenset({'Outcome_0', 'Pregnancies_Average'})
0.14973958333333334	frozenset({'Outcome_0', 'Pregnancies_High'})
0.13802083333333334	frozenset({'Outcome_0', 'Pregnancies_Low'})
0.13671875	frozenset({'SkinThickness_High', 'Outcome_0'})
0.13932291666666666	frozenset({'Outcome_0', 'SkinThickness_Low'})
0.109375	frozenset({'Outcome_0', 'SkinThickness_Very_high'})
0.265625	frozenset({'SkinThickness_Very_low', 'Outcome_0'})
0.12369791666666667	frozenset({'Pregnancies_Very_high', 'Outcome_1'})
0.125	frozenset({'SkinThickness_Very_low', 'Outcome_1'})
0.10807291666666667	frozenset({'SkinThickness_Very_low', 'Pregnancies_High'})
0.10286458333333333	frozenset({'Outcome_0', 'BMI_Low', 'Insulin_Very_low'})
0.13151041666666666	frozenset({'BMI_Very_low', 'Outcome_0', 'Insulin_Very_low'})
0.11067708333333333	frozenset({'BMI_Very_low', 'SkinThickness_Very_low', 'Insulin_Very_low'})
0.11979166666666667	frozenset({'BMI_Very_low', 'SkinThickness_Very_low', 'Outcome_0'})
0.10286458333333333	frozenset({'Outcome_0', 'BloodPressure_High', 'Insulin_Very_low'})
0.11458333333333333	frozenset({'Outcome_0', 'DiabetesPedigreeFunction_Very_low', 'Insulin_Very_low'})
0.10026041666666667	frozenset({'Glucose_Low', 'Outcome_0', 'Insulin_Very_low'})
0.14973958333333334	frozenset({'Glucose_Very_low', 'Outcome_0', 'Insulin_Very_low'})
0.10416666666666667	frozenset({'Outcome_0', 'Insulin_Very_low', 'Pregnancies_Average'})
0.10286458333333333	frozenset({'Outcome_0', 'Pregnancies_High', 'Insulin_Very_low'})
0.22135416666666666	frozenset({'SkinThickness_Very_low', 'Outcome_0', 'Insulin_Very_low'})
0.11848958333333333	frozenset({'SkinThickness_Very_low', 'Insulin_Very_low', 'Outcome_1'})
0.10026041666666667	frozenset({'SkinThickness_Very_low', 'Pregnancies_High', 'Insulin_Very_low'})
