antecedents	consequents	antecedent support	consequent support	support	confidence	lift	leverage	conviction	zhangs_metric
frozenset({'EKG_results_0'})	frozenset({'Heart_Disease_A'})	0.48518518518518516	0.5555555555555556	0.3148148148148148	0.6488549618320612	1.16793893129771	0.04526748971193417	1.2657004830917877	0.27930596699111304
frozenset({'EKG_results_0'})	frozenset({'Number_of_vessels_fluro_Very_low'})	0.48518518518518516	0.5925925925925926	0.3111111111111111	0.6412213740458016	1.0820610687022902	0.02359396433470512	1.1355397951142636	0.14731072285029148
frozenset({'EKG_results_0'})	frozenset({'Sex_1'})	0.48518518518518516	0.6777777777777778	0.32222222222222224	0.6641221374045803	0.9798523338756102	-0.0066255144032921764	0.9593434343434345	-0.03840648854961829
frozenset({'EKG_results_2'})	frozenset({'Exercise_angina_0'})	0.5074074074074074	0.6703703703703704	0.31851851851851853	0.6277372262773723	0.9364035972093399	-0.021632373113854575	0.8854756717501815	-0.12116788321167872
frozenset({'EKG_results_2'})	frozenset({'FBS_over_120_0'})	0.5074074074074074	0.8518518518518519	0.4222222222222222	0.8321167883211679	0.976832751507458	-0.010013717421124835	0.8824476650563605	-0.045935061666247196
frozenset({'EKG_results_2'})	frozenset({'Sex_1'})	0.5074074074074074	0.6777777777777778	0.35555555555555557	0.7007299270072993	1.033863826732081	0.011646090534979392	1.0766937669376693	0.06649436090225545
frozenset({'Exercise_angina_0'})	frozenset({'FBS_over_120_0'})	0.6703703703703704	0.8518518518518519	0.5703703703703704	0.850828729281768	0.9987989430699016	-0.000685871056241405	0.993141289437586	-0.003634777551613727
frozenset({'FBS_over_120_0'})	frozenset({'Exercise_angina_0'})	0.8518518518518519	0.6703703703703704	0.5703703703703704	0.6695652173913044	0.9987989430699015	-0.000685871056241405	0.9975633528265108	-0.008051529790659973
frozenset({'Heart_Disease_A'})	frozenset({'Exercise_angina_0'})	0.5555555555555556	0.6703703703703704	0.4703703703703704	0.8466666666666667	1.2629834254143646	0.09794238683127571	2.1497584541062804	0.468503937007874
frozenset({'Exercise_angina_0'})	frozenset({'Heart_Disease_A'})	0.6703703703703704	0.5555555555555556	0.4703703703703704	0.7016574585635359	1.2629834254143646	0.09794238683127571	1.4897119341563785	0.6316907015836504
frozenset({'Exercise_angina_0'})	frozenset({'Number_of_vessels_fluro_Very_low'})	0.6703703703703704	0.5925925925925926	0.4444444444444444	0.6629834254143646	1.1187845303867403	0.04718792866941013	1.2088646023072254	0.32209737827715346
frozenset({'Number_of_vessels_fluro_Very_low'})	frozenset({'Exercise_angina_0'})	0.5925925925925926	0.6703703703703704	0.4444444444444444	0.75	1.1187845303867403	0.04718792866941013	1.3185185185185184	0.26060606060606045
frozenset({'ST_depression_Very_low'})	frozenset({'Exercise_angina_0'})	0.3888888888888889	0.6703703703703704	0.3074074074074074	0.7904761904761904	1.1791633780584057	0.04670781893004111	1.5732323232323229	0.2486308871851038
frozenset({'Exercise_angina_0'})	frozenset({'Sex_1'})	0.6703703703703704	0.6777777777777778	0.4148148148148148	0.6187845303867403	0.9129607825378135	-0.039547325102880726	0.8452495974235104	-0.2243405182476075
frozenset({'Sex_1'})	frozenset({'Exercise_angina_0'})	0.6777777777777778	0.6703703703703704	0.4148148148148148	0.6120218579234972	0.9129607825378134	-0.039547325102880726	0.8496087636932704	-0.2283202660964603
frozenset({'Slope_of_ST_1'})	frozenset({'Exercise_angina_0'})	0.48148148148148145	0.6703703703703704	0.3888888888888889	0.8076923076923077	1.204844878878028	0.06611796982167356	1.714074074074074	0.32789115646258515
frozenset({'Thallium_3'})	frozenset({'Exercise_angina_0'})	0.562962962962963	0.6703703703703704	0.45185185185185184	0.8026315789473684	1.1972957255015992	0.0744581618655692	1.6701234567901229	0.3770491803278685
frozenset({'Exercise_angina_0'})	frozenset({'Thallium_3'})	0.6703703703703704	0.562962962962963	0.45185185185185184	0.6740331491712707	1.197295725501599	0.0744581618655692	1.3407407407407403	0.49990790200773577
frozenset({'Heart_Disease_A'})	frozenset({'FBS_over_120_0'})	0.5555555555555556	0.8518518518518519	0.4703703703703704	0.8466666666666667	0.9939130434782609	-0.0028806584362139898	0.9661835748792271	-0.013592233009708727
frozenset({'Heart_Disease_P'})	frozenset({'FBS_over_120_0'})	0.4444444444444444	0.8518518518518519	0.3814814814814815	0.8583333333333334	1.007608695652174	0.0028806584362139898	1.0457516339869284	0.013592233009708727
frozenset({'Number_of_vessels_fluro_Very_high'})	frozenset({'FBS_over_120_0'})	0.4074074074074074	0.8518518518518519	0.3296296296296296	0.8090909090909091	0.9498023715415019	-0.017421124828532253	0.7760141093474426	-0.08188265635074153
frozenset({'Number_of_vessels_fluro_Very_low'})	frozenset({'FBS_over_120_0'})	0.5925925925925926	0.8518518518518519	0.5222222222222223	0.8812500000000001	1.0345108695652174	0.01742112482853231	1.2475633528265115	0.08188265635074178
frozenset({'FBS_over_120_0'})	frozenset({'Number_of_vessels_fluro_Very_low'})	0.8518518518518519	0.5925925925925926	0.5222222222222223	0.6130434782608696	1.0345108695652174	0.01742112482853231	1.0528506034124012	0.22517730496453994
frozenset({'ST_depression_Very_low'})	frozenset({'FBS_over_120_0'})	0.3888888888888889	0.8518518518518519	0.3296296296296296	0.8476190476190475	0.9950310559006209	-0.0016460905349794386	0.9722222222222213	-0.008105369807497539
frozenset({'FBS_over_120_0'})	frozenset({'Sex_1'})	0.8518518518518519	0.6777777777777778	0.5703703703703704	0.6695652173913044	0.9878831076265145	-0.006995884773662531	0.9751461988304093	-0.07646176911544207
frozenset({'Sex_1'})	frozenset({'FBS_over_120_0'})	0.6777777777777778	0.8518518518518519	0.5703703703703704	0.8415300546448088	0.9878831076265147	-0.006995884773662531	0.934865900383142	-0.03666954270923199
frozenset({'Slope_of_ST_1'})	frozenset({'FBS_over_120_0'})	0.48148148148148145	0.8518518518518519	0.4074074074074074	0.8461538461538461	0.9933110367892977	-0.002743484224965731	0.9629629629629629	-0.012820512820512935
frozenset({'Slope_of_ST_2'})	frozenset({'FBS_over_120_0'})	0.45185185185185184	0.8518518518518519	0.4	0.8852459016393444	1.0392017106201	0.01508916323731141	1.291005291005292	0.06881881881881892
frozenset({'Thallium_3'})	frozenset({'FBS_over_120_0'})	0.562962962962963	0.8518518518518519	0.4888888888888889	0.8684210526315789	1.0194508009153318	0.009327846364883374	1.125925925925925	0.0436569080636876
frozenset({'Thallium_7'})	frozenset({'FBS_over_120_0'})	0.3851851851851852	0.8518518518518519	0.32222222222222224	0.8365384615384616	0.9820234113712375	-0.005898491083676238	0.9063180827886711	-0.028913394298009532
frozenset({'Heart_Disease_A'})	frozenset({'Number_of_vessels_fluro_Very_low'})	0.5555555555555556	0.5925925925925926	0.4444444444444444	0.7999999999999999	1.3499999999999999	0.11522633744855965	2.0370370370370363	0.5833333333333333
frozenset({'Number_of_vessels_fluro_Very_low'})	frozenset({'Heart_Disease_A'})	0.5925925925925926	0.5555555555555556	0.4444444444444444	0.75	1.3499999999999999	0.11522633744855965	1.7777777777777777	0.6363636363636362
frozenset({'Slope_of_ST_1'})	frozenset({'Heart_Disease_A'})	0.48148148148148145	0.5555555555555556	0.362962962962963	0.7538461538461539	1.3569230769230771	0.0954732510288066	1.8055555555555562	0.5072886297376094
frozenset({'Heart_Disease_A'})	frozenset({'Slope_of_ST_1'})	0.5555555555555556	0.48148148148148145	0.362962962962963	0.6533333333333333	1.356923076923077	0.0954732510288066	1.495726495726496	0.5918367346938777
frozenset({'Thallium_3'})	frozenset({'Heart_Disease_A'})	0.562962962962963	0.5555555555555556	0.44074074074074077	0.7828947368421053	1.4092105263157895	0.1279835390946502	2.0471380471380476	0.6644352656316764
frozenset({'Heart_Disease_A'})	frozenset({'Thallium_3'})	0.5555555555555556	0.562962962962963	0.44074074074074077	0.7933333333333333	1.4092105263157895	0.1279835390946502	2.114695340501792	0.6533613445378151
frozenset({'Heart_Disease_P'})	frozenset({'Sex_1'})	0.4444444444444444	0.6777777777777778	0.37037037037037035	0.8333333333333334	1.2295081967213115	0.06913580246913581	1.9333333333333336	0.336
frozenset({'Number_of_vessels_fluro_Very_high'})	frozenset({'Sex_1'})	0.4074074074074074	0.6777777777777778	0.3037037037037037	0.7454545454545455	1.0998509687034277	0.027572016460905346	1.2658730158730158	0.1532012195121951
frozenset({'Number_of_vessels_fluro_Very_low'})	frozenset({'Sex_1'})	0.5925925925925926	0.6777777777777778	0.37407407407407406	0.63125	0.9313524590163934	-0.027572016460905346	0.8738229755178907	-0.1532012195121951
frozenset({'Slope_of_ST_1'})	frozenset({'Number_of_vessels_fluro_Very_low'})	0.48148148148148145	0.5925925925925926	0.31851851851851853	0.6615384615384616	1.116346153846154	0.03319615912208512	1.2037037037037042	0.2009966777408642
frozenset({'Thallium_3'})	frozenset({'Number_of_vessels_fluro_Very_low'})	0.562962962962963	0.5925925925925926	0.3962962962962963	0.7039473684210527	1.1879111842105263	0.06268861454046643	1.3761316872427987	0.3619515285917949
frozenset({'Number_of_vessels_fluro_Very_low'})	frozenset({'Thallium_3'})	0.5925925925925926	0.562962962962963	0.3962962962962963	0.6687500000000001	1.1879111842105263	0.06268861454046643	1.3193570929419987	0.38827527612574353
frozenset({'ST_depression_Very_low'})	frozenset({'Slope_of_ST_1'})	0.3888888888888889	0.48148148148148145	0.31851851851851853	0.819047619047619	1.701098901098901	0.1312757201646091	2.865497076023392	0.6744186046511629
frozenset({'Slope_of_ST_1'})	frozenset({'ST_depression_Very_low'})	0.48148148148148145	0.3888888888888889	0.31851851851851853	0.6615384615384616	1.7010989010989013	0.1312757201646091	1.8055555555555562	0.7948504983388704
frozenset({'Slope_of_ST_1'})	frozenset({'Sex_1'})	0.48148148148148145	0.6777777777777778	0.3148148148148148	0.6538461538461539	0.9646910466582598	-0.011522633744855959	0.9308641975308641	-0.06593406593406588
frozenset({'Slope_of_ST_2'})	frozenset({'Sex_1'})	0.45185185185185184	0.6777777777777778	0.3148148148148148	0.6967213114754098	1.027949475947326	0.008559670781893014	1.0624624624624623	0.04960254372019083
frozenset({'Thallium_7'})	frozenset({'Sex_1'})	0.3851851851851852	0.6777777777777778	0.337037037037037	0.875	1.290983606557377	0.07596707818930037	2.5777777777777775	0.3666092943201375
frozenset({'Thallium_3'})	frozenset({'Slope_of_ST_1'})	0.562962962962963	0.48148148148148145	0.34814814814814815	0.6184210526315789	1.284412955465587	0.07709190672153637	1.3588761174968071	0.5066714749368916
frozenset({'Slope_of_ST_1'})	frozenset({'Thallium_3'})	0.48148148148148145	0.562962962962963	0.34814814814814815	0.7230769230769232	1.2844129554655872	0.07709190672153637	1.578189300411523	0.42705167173252284
frozenset({'FBS_over_120_0', 'EKG_results_0'})	frozenset({'Chest_pain_type_Very_high'})	0.4222222222222222	0.7703703703703704	0.3111111111111111	0.7368421052631579	0.9564777327935222	-0.014156378600823027	0.8725925925925925	-0.07300509337860772
frozenset({'Chest_pain_type_Very_high', 'EKG_results_0'})	frozenset({'FBS_over_120_0'})	0.362962962962963	0.8518518518518519	0.3111111111111111	0.8571428571428571	1.0062111801242235	0.0019204389574759562	1.0370370370370365	0.009689922480619962
frozenset({'EKG_results_0'})	frozenset({'Chest_pain_type_Very_high', 'FBS_over_120_0'})	0.48518518518518516	0.6592592592592592	0.3111111111111111	0.6412213740458016	0.9726391628784632	-0.008751714677640576	0.949724192277384	-0.051810946889718865
frozenset({'EKG_results_2', 'Chest_pain_type_Very_high'})	frozenset({'FBS_over_120_0'})	0.4	0.8518518518518519	0.34074074074074073	0.8518518518518517	0.9999999999999999	-5.551115123125783e-17	0.9999999999999992	-2.7152193537028285e-16
frozenset({'EKG_results_2', 'FBS_over_120_0'})	frozenset({'Chest_pain_type_Very_high'})	0.4222222222222222	0.7703703703703704	0.34074074074074073	0.8070175438596491	1.047570850202429	0.01547325102880659	1.1898989898989896	0.07859531772575254
frozenset({'EKG_results_2'})	frozenset({'Chest_pain_type_Very_high', 'FBS_over_120_0'})	0.5074074074074074	0.6592592592592592	0.34074074074074073	0.6715328467153284	1.0186172393996555	0.0062277091906721704	1.037366255144033	0.03710362863680952
frozenset({'Chest_pain_type_Very_high', 'Exercise_angina_0'})	frozenset({'FBS_over_120_0'})	0.4703703703703704	0.8518518518518519	0.40370370370370373	0.8582677165354331	1.0075316672372476	0.003017832647462304	1.0452674897119343	0.01411432604093167
frozenset({'Exercise_angina_0', 'FBS_over_120_0'})	frozenset({'Chest_pain_type_Very_high'})	0.5703703703703704	0.7703703703703704	0.40370370370370373	0.7077922077922078	0.9187687312687313	-0.03569272976680388	0.7858436213991769	-0.17066771612226175
frozenset({'Chest_pain_type_Very_high', 'FBS_over_120_0'})	frozenset({'Exercise_angina_0'})	0.6592592592592592	0.6703703703703704	0.40370370370370373	0.6123595505617978	0.9134645229374884	-0.03824417009602188	0.850348899624262	-0.21754057428214696
frozenset({'Exercise_angina_0'})	frozenset({'Chest_pain_type_Very_high', 'FBS_over_120_0'})	0.6703703703703704	0.6592592592592592	0.40370370370370373	0.6022099447513812	0.9134645229374885	-0.03824417009602188	0.8565843621399178	-0.22323644807430504
frozenset({'Heart_Disease_A', 'Exercise_angina_0'})	frozenset({'Chest_pain_type_Very_high'})	0.4703703703703704	0.7703703703703704	0.3074074074074074	0.6535433070866141	0.8483494851605087	-0.05495198902606313	0.6627946127946127	-0.2523464566929135
frozenset({'Chest_pain_type_Very_high', 'Exercise_angina_0'})	frozenset({'Heart_Disease_A'})	0.4703703703703704	0.5555555555555556	0.3074074074074074	0.6535433070866141	1.1763779527559053	0.046090534979423836	1.2828282828282827	0.28309040357233106
frozenset({'Heart_Disease_A', 'Chest_pain_type_Very_high'})	frozenset({'Exercise_angina_0'})	0.37037037037037035	0.6703703703703704	0.3074074074074074	0.8300000000000001	1.238121546961326	0.059122085048010975	1.9389978213507633	0.3054571226080794
frozenset({'Thallium_3', 'Exercise_angina_0'})	frozenset({'Chest_pain_type_Very_high'})	0.45185185185185184	0.7703703703703704	0.3037037037037037	0.6721311475409836	0.8724779319041613	-0.04438957475994515	0.7003703703703703	-0.21051262034868604
frozenset({'Thallium_3', 'Chest_pain_type_Very_high'})	frozenset({'Exercise_angina_0'})	0.3962962962962963	0.6703703703703704	0.3037037037037037	0.7663551401869159	1.143181700831311	0.03803840877914949	1.4108148148148145	0.20746670656890603
frozenset({'Chest_pain_type_Very_high', 'Exercise_angina_0'})	frozenset({'Thallium_3'})	0.4703703703703704	0.562962962962963	0.3037037037037037	0.6456692913385826	1.1469125569830085	0.03890260631001369	1.233415637860082	0.24185570527033923
frozenset({'Heart_Disease_A', 'Chest_pain_type_Very_high'})	frozenset({'FBS_over_120_0'})	0.37037037037037035	0.8518518518518519	0.3148148148148148	0.8500000000000001	0.9978260869565219	-0.000685871056241405	0.9876543209876548	-0.003448275862068857
frozenset({'Heart_Disease_A', 'FBS_over_120_0'})	frozenset({'Chest_pain_type_Very_high'})	0.4703703703703704	0.7703703703703704	0.3148148148148148	0.6692913385826772	0.8687916414294368	-0.04754458161865571	0.6943562610229278	-0.2218808014851803
frozenset({'Heart_Disease_P', 'Chest_pain_type_Very_high'})	frozenset({'FBS_over_120_0'})	0.4	0.8518518518518519	0.34444444444444444	0.861111111111111	1.0108695652173911	0.0037037037037036535	1.0666666666666662	0.017921146953404774
frozenset({'Heart_Disease_P', 'FBS_over_120_0'})	frozenset({'Chest_pain_type_Very_high'})	0.3814814814814815	0.7703703703703704	0.34444444444444444	0.9029126213592233	1.1720500373412994	0.05056241426611796	2.365185185185186	0.23733178803682953
frozenset({'Heart_Disease_P'})	frozenset({'Chest_pain_type_Very_high', 'FBS_over_120_0'})	0.4444444444444444	0.6592592592592592	0.34444444444444444	0.775	1.175561797752809	0.05144032921810704	1.5144032921810704	0.2688172043010755
frozenset({'Number_of_vessels_fluro_Very_low', 'Chest_pain_type_Very_high'})	frozenset({'FBS_over_120_0'})	0.4222222222222222	0.8518518518518519	0.37407407407407406	0.8859649122807017	1.040045766590389	0.014403292181069949	1.2991452991452987	0.0666412795125666
frozenset({'Number_of_vessels_fluro_Very_low', 'FBS_over_120_0'})	frozenset({'Chest_pain_type_Very_high'})	0.5222222222222223	0.7703703703703704	0.37407407407407406	0.7163120567375886	0.9298281505728313	-0.028230452674897155	0.8094444444444442	-0.13640882879300076
frozenset({'Number_of_vessels_fluro_Very_low'})	frozenset({'Chest_pain_type_Very_high', 'FBS_over_120_0'})	0.5925925925925926	0.6592592592592592	0.37407407407407406	0.63125	0.9575140449438203	-0.016598079561042478	0.9240426867545513	-0.09821428571428545
frozenset({'Chest_pain_type_Very_high', 'FBS_over_120_0'})	frozenset({'Sex_1'})	0.6592592592592592	0.6777777777777778	0.44074074074074077	0.6685393258426967	0.9863694971449624	-0.006090534979423856	0.9721280602636536	-0.03897471910112352
frozenset({'Chest_pain_type_Very_high', 'Sex_1'})	frozenset({'FBS_over_120_0'})	0.5222222222222223	0.8518518518518519	0.44074074074074077	0.8439716312056738	0.9907493061979649	-0.004115226337448541	0.9494949494949494	-0.019168104274487167
frozenset({'FBS_over_120_0', 'Sex_1'})	frozenset({'Chest_pain_type_Very_high'})	0.5703703703703704	0.7703703703703704	0.44074074074074077	0.7727272727272727	1.0030594405594406	0.0013443072702331582	1.0103703703703704	0.0070993914807300235
frozenset({'Sex_1'})	frozenset({'Chest_pain_type_Very_high', 'FBS_over_120_0'})	0.6777777777777778	0.6592592592592592	0.44074074074074077	0.6502732240437159	0.9863694971449624	-0.006090534979423856	0.9743055555555559	-0.0411225340372325
frozenset({'Slope_of_ST_2', 'Chest_pain_type_Very_high'})	frozenset({'FBS_over_120_0'})	0.3814814814814815	0.8518518518518519	0.34074074074074073	0.8932038834951456	1.0485436893203883	0.015775034293552814	1.3872053872053862	0.07485029940119763
frozenset({'Slope_of_ST_2', 'FBS_over_120_0'})	frozenset({'Chest_pain_type_Very_high'})	0.4	0.7703703703703704	0.34074074074074073	0.8518518518518517	1.1057692307692306	0.03259259259259256	1.549999999999999	0.15942028985507234
frozenset({'Slope_of_ST_2'})	frozenset({'Chest_pain_type_Very_high', 'FBS_over_120_0'})	0.45185185185185184	0.6592592592592592	0.34074074074074073	0.7540983606557378	1.1438570639160068	0.042853223593964374	1.3856790123456795	0.22943595769682748
frozenset({'Thallium_3', 'Chest_pain_type_Very_high'})	frozenset({'FBS_over_120_0'})	0.3962962962962963	0.8518518518518519	0.34814814814814815	0.8785046728971962	1.0312880942706217	0.010562414266117981	1.2193732193732192	0.050254535961362805
frozenset({'Thallium_3', 'FBS_over_120_0'})	frozenset({'Chest_pain_type_Very_high'})	0.4888888888888889	0.7703703703703704	0.34814814814814815	0.7121212121212122	0.924388111888112	-0.02847736625514402	0.7976608187134504	-0.13795853269537475
frozenset({'Thallium_3'})	frozenset({'Chest_pain_type_Very_high', 'FBS_over_120_0'})	0.562962962962963	0.6592592592592592	0.34814814814814815	0.6184210526315789	0.9380544056771141	-0.022990397805212615	0.8929757343550446	-0.13126566416040097
frozenset({'Heart_Disease_P', 'Chest_pain_type_Very_high'})	frozenset({'Sex_1'})	0.4	0.6777777777777778	0.3296296296296296	0.824074074074074	1.2158469945355188	0.05851851851851847	1.8315789473684196	0.29588014981273386
frozenset({'Heart_Disease_P', 'Sex_1'})	frozenset({'Chest_pain_type_Very_high'})	0.37037037037037035	0.7703703703703704	0.3296296296296296	0.89	1.1552884615384615	0.04430727023319614	2.087542087542088	0.21348314606741564
frozenset({'Chest_pain_type_Very_high', 'Sex_1'})	frozenset({'Heart_Disease_P'})	0.5222222222222223	0.4444444444444444	0.3296296296296296	0.6312056737588652	1.4202127659574466	0.09753086419753085	1.5064102564102562	0.6192840344917689
frozenset({'Heart_Disease_P'})	frozenset({'Chest_pain_type_Very_high', 'Sex_1'})	0.4444444444444444	0.5222222222222223	0.3296296296296296	0.7416666666666667	1.4202127659574468	0.09753086419753085	1.849462365591398	0.5325842696629213
frozenset({'Heart_Disease_A', 'Exercise_angina_0'})	frozenset({'FBS_over_120_0'})	0.4703703703703704	0.8518518518518519	0.3925925925925926	0.8346456692913385	0.9798014378637452	-0.008093278463648823	0.895943562610229	-0.03746507493014981
frozenset({'Heart_Disease_A', 'FBS_over_120_0'})	frozenset({'Exercise_angina_0'})	0.4703703703703704	0.6703703703703704	0.3925925925925926	0.8346456692913385	1.2450515508765823	0.07727023319615911	1.9934744268077595	0.3716189470906451
frozenset({'Exercise_angina_0', 'FBS_over_120_0'})	frozenset({'Heart_Disease_A'})	0.5703703703703704	0.5555555555555556	0.3925925925925926	0.6883116883116883	1.2389610389610388	0.07572016460905345	1.4259259259259258	0.4489264801561481
frozenset({'Heart_Disease_A'})	frozenset({'Exercise_angina_0', 'FBS_over_120_0'})	0.5555555555555556	0.5703703703703704	0.3925925925925926	0.7066666666666667	1.2389610389610388	0.07572016460905345	1.4646464646464645	0.43396226415094313
frozenset({'Number_of_vessels_fluro_Very_low', 'Exercise_angina_0'})	frozenset({'FBS_over_120_0'})	0.4444444444444444	0.8518518518518519	0.3925925925925926	0.8833333333333334	1.0369565217391306	0.013991769547325117	1.2698412698412707	0.06415094339622648
frozenset({'Exercise_angina_0', 'FBS_over_120_0'})	frozenset({'Number_of_vessels_fluro_Very_low'})	0.5703703703703704	0.5925925925925926	0.3925925925925926	0.6883116883116883	1.161525974025974	0.05459533607681755	1.307098765432099	0.32368249837345475
frozenset({'Number_of_vessels_fluro_Very_low', 'FBS_over_120_0'})	frozenset({'Exercise_angina_0'})	0.5222222222222223	0.6703703703703704	0.3925925925925926	0.75177304964539	1.1214294110732337	0.042510288065843616	1.3279365079365077	0.22663448881088194
frozenset({'Number_of_vessels_fluro_Very_low'})	frozenset({'Exercise_angina_0', 'FBS_over_120_0'})	0.5925925925925926	0.5703703703703704	0.3925925925925926	0.6625000000000001	1.161525974025974	0.05459533607681755	1.272976680384088	0.3413379073756431
frozenset({'Exercise_angina_0', 'Sex_1'})	frozenset({'FBS_over_120_0'})	0.4148148148148148	0.8518518518518519	0.34074074074074073	0.8214285714285714	0.9642857142857142	-0.012620027434842251	0.8296296296296294	-0.059523809523809534
frozenset({'Slope_of_ST_1', 'Exercise_angina_0'})	frozenset({'FBS_over_120_0'})	0.3888888888888889	0.8518518518518519	0.3296296296296296	0.8476190476190475	0.9950310559006209	-0.0016460905349794386	0.9722222222222213	-0.008105369807497539
frozenset({'Slope_of_ST_1', 'FBS_over_120_0'})	frozenset({'Exercise_angina_0'})	0.4074074074074074	0.6703703703703704	0.3296296296296296	0.8090909090909091	1.2069311903566047	0.05651577503429356	1.7266313932980597	0.2893258426966293
frozenset({'Slope_of_ST_1'})	frozenset({'Exercise_angina_0', 'FBS_over_120_0'})	0.48148148148148145	0.5703703703703704	0.3296296296296296	0.6846153846153846	1.2002997002997002	0.05500685871056238	1.3622402890695573	0.3218298555377205
frozenset({'Thallium_3', 'Exercise_angina_0'})	frozenset({'FBS_over_120_0'})	0.45185185185185184	0.8518518518518519	0.3888888888888889	0.8606557377049181	1.0103349964362083	0.003978052126200282	1.0631808278867108	0.018661518661518696
frozenset({'Thallium_3', 'FBS_over_120_0'})	frozenset({'Exercise_angina_0'})	0.4888888888888889	0.6703703703703704	0.3888888888888889	0.7954545454545455	1.1865896534404823	0.061152263374485594	1.6115226337448565	0.3076604554865424
frozenset({'Exercise_angina_0', 'FBS_over_120_0'})	frozenset({'Thallium_3'})	0.5703703703703704	0.562962962962963	0.3888888888888889	0.6818181818181818	1.2111244019138754	0.06779149519890254	1.3735449735449732	0.40574712643678124
